id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19017043,Mariangela-Artist's Lodge,9996700,Giovanni,Isole,Cannaregio,45.4449,12.32948,Entire home/apt,110,1,106,2019-05-05,4.58,1,248
19028995,Maison Consuelo,132787335,Consuelo,Terraferma,San Lorenzo XXV Aprile,45.49241,12.24394,Entire home/apt,45,2,105,2019-05-05,4.53,1,286
19030314,San Michele House,132798216,Martina,Terraferma,Piave 1860,45.48668,12.23201,Entire home/apt,60,3,40,2018-10-06,1.73,1,8
19048374,"New apartment, bright and noiseless.",23993803,Samuel,Terraferma,San Lorenzo XXV Aprile,45.4939,12.23119,Private room,50,1,124,2019-05-11,5.32,1,43
19060006,SERENISSIMA. AUTHENTIC VENICE IN QUIET COURTYARD,133056442,Lorenzo,Isole,Cannaregio,45.44527,12.32928,Entire home/apt,120,1,38,2019-04-13,1.71,1,338
19064880,Monolocale I Loft della Vigna,133084198,Riccardo & Matteo,Isole,Castello,45.4394,12.34612,Entire home/apt,115,2,124,2019-05-06,5.31,2,134
19076659,Calle Della Passione - Quiet San Marco apt,121737609,Bianca,Isole,Castello,45.43712,12.34048,Private room,70,1,5,2018-02-05,0.22,1,9
19084590,Bilocale | loft della Vigna,133084198,Riccardo & Matteo,Isole,Castello,45.43823,12.34703,Entire home/apt,115,2,116,2019-05-01,5.02,2,148
19096050,PIAZZALE ROMA VENICE APARTMENT,5862083,Silvia,Isole,Santa Croce,45.43668,12.31814,Entire home/apt,131,2,25,2019-04-17,1.10,25,346
19111973,Design apartment at Venice Film Festival,31537306,Aud,Isole,Lido,45.40806,12.36885,Entire home/apt,400,7,1,2017-07-20,0.05,1,320
19113190,Ca' Patrizia Noble Floor,133550414,Patrizia,Isole,Cannaregio,45.43931,12.33921,Entire home/apt,419,3,45,2019-04-30,1.96,1,320
19117250,NEAR CASINO' free WIFI for 2-3 people,10319031,Pier,Isole,Cannaregio,45.44415,12.32964,Entire home/apt,130,2,29,2018-10-28,1.26,5,314
19129164,CA' LAURA: Canal View -Terrace -  Free Wi-fi,133690220,Silvia-Carlo,Isole,Murano,45.45819,12.35265,Entire home/apt,160,1,55,2019-04-24,2.39,20,338
19134453,Romantico appartamento nel cuore di Venezia,106880093,Federica & Doriano,Isole,Cannaregio,45.44368,12.32752,Entire home/apt,78,2,84,2019-05-01,3.77,4,261
19135994,Venezia Gentile,46904188,Mirco Optyflat,Isole,Cannaregio,45.44253,12.33984,Entire home/apt,130,2,10,2019-04-20,0.43,41,335
19138743,Cosy Brand New Apartment,41545306,Filippo,Isole,Santa Croce,45.44005,12.3296,Entire home/apt,129,3,52,2019-04-15,2.22,2,334
19139554,2minutes to city center Rialto bridge,64548275,Helen,Isole,San Polo,45.43829,12.33319,Private room,70,1,92,2019-04-24,4.08,3,101
19140166,2minutes to city center Rialto bridge,64548275,Helen,Isole,San Polo,45.43792,12.3315,Private room,70,1,35,2019-04-26,1.55,3,90
19145190,Casa Cavalieri  WI-FI / AC,133734430,Francesco & Natali,Terraferma,Piave 1860,45.48756,12.2316,Entire home/apt,85,1,158,2019-04-30,6.88,2,121
19146745,LAGUNA PALACE APARTMENT,14357135,Rent It Venice,Terraferma,San Lorenzo XXV Aprile,45.48836,12.25065,Entire home/apt,45,1,5,2018-11-02,0.22,93,124
19147231,Relaxing Lovely Room in Grey,122059618,Luigi,Terraferma,Villaggio San Marco,45.479,12.26432,Private room,38,3,94,2019-04-29,4.07,2,12
19151766,Liberty House in the surroundings of Venice,20618456,Cecilia,Terraferma,Marghera,45.47853,12.22231,Entire home/apt,65,1,131,2019-04-29,5.75,1,130
19157996,"Venice, San Marco & Rialto",133789405,Historical Center,Isole,Castello,45.43882,12.3459,Entire home/apt,117,1,47,2018-07-19,2.03,3,90
19170663,Calle Colombina,126100357,Giulio,Isole,Santa Croce,45.44177,12.3293,Entire home/apt,60,1,0,,,1,0
19172120,Casa Nova Burano ideale per famiglie,134077593,Marta,Isole,Burano,45.48365,12.41837,Entire home/apt,259,2,2,2018-04-24,0.15,3,266
19179214,Casa con giardino privato a Santa Croce,1275479,Giorgia&Michele,Isole,Santa Croce,45.44034,12.32603,Entire home/apt,120,2,2,2018-08-26,0.10,5,23
19190771,Casetta Martini ♥ out of the crowd close to all,128908147,Ambra,Isole,Giudecca,45.42349,12.33162,Entire home/apt,120,2,17,2019-04-28,1.31,1,92
19192152,Casa Ponte di Rialto Venezia,113643773,Daniela,Isole,Cannaregio,45.44158,12.33633,Entire home/apt,299,5,0,,,1,78
19200248,CozyRoom-Studio 15 min bus from Venice,21550922,Francesco,Terraferma,Bissuola,45.50191,12.25877,Private room,25,30,1,2017-06-12,0.04,2,179
19206467,Ca' Santa Marta Apartment (Free WI-FI),25128793,_mdm_,Isole,Dorsoduro,45.43302,12.31287,Entire home/apt,99,2,10,2017-09-17,0.43,8,255
19210120,House with sea view,134421961,Appartamento,Isole,Lido,45.39748,12.36058,Entire home/apt,92,3,13,2018-11-02,0.56,1,198
19210416,Appartamento Al Capitello,134422394,Valeria,Terraferma,Trivignano,45.52654,12.189,Entire home/apt,75,2,34,2018-09-25,1.54,1,66
19210422,Ca' Barozzi - Purple double room -,88553273,Ca' Barozzi,Isole,Dorsoduro,45.4332,12.31826,Private room,69,2,46,2019-04-20,2.46,3,126
19222102,Centre single bedroom from ladies only.,134543368,Rayisa,Isole,Cannaregio,45.43902,12.3378,Private room,53,1,97,2019-05-04,4.19,1,41
19233566,Casa Sabotino Sant'Elena Biennale with fiber optic,134656502,Mattia,Isole,Sant'Elena,45.42723,12.35999,Entire home/apt,61,2,27,2019-04-22,1.17,3,318
19234303,Family Suite Ca' del Dose,24889853,Sandra,Isole,Castello,45.43694,12.33889,Private room,110,1,24,2018-11-20,1.37,6,338
19241890,Your window on Venice,134706371,Luigi,Isole,Santa Croce,45.43962,12.33068,Entire home/apt,75,2,67,2019-04-22,3.02,1,238
19243193,'Alloggio Bellini' 15 minutes from Venice,134730811,Angelo,Terraferma,Piave 1860,45.49175,12.23037,Entire home/apt,100,2,19,2018-08-26,0.85,1,60
19243392,Cà Lirica,134095910,Michiko,Isole,Castello,45.43629,12.35004,Entire home/apt,150,3,0,,,1,35
19246128,Ca' Zacco,134756590,Nicoletta,Isole,Cannaregio,45.44116,12.34002,Entire home/apt,350,3,100,2019-04-30,4.36,1,208
19247070,Duca,76812796,Pier,Isole,Cannaregio,45.44193,12.33676,Entire home/apt,124,2,122,2019-04-25,5.66,2,314
19253624,Caratteristico appartamento a Dorsoduro,115387286,Daniela,Isole,Dorsoduro,45.4341,12.32218,Entire home/apt,100,2,68,2019-05-05,3.05,1,71
19261699,Ca' Dente di Leone,4339678,Laura,Isole,Castello,45.43579,12.34698,Entire home/apt,80,1,36,2018-10-19,1.59,26,201
19262147,Little Secret of Venice,32854955,Immobil Ca' Minoxi,Isole,Castello,45.43619,12.34303,Entire home/apt,105,2,8,2019-03-26,0.35,1,26
19262607,BRAGORA SMOOCHY ATTIC VENICE,5862083,Silvia,Isole,Castello,45.43544,12.34749,Entire home/apt,115,2,29,2019-04-25,1.29,25,322
19263534,City center - Fiubera Apartment,9639934,Wildes,Isole,San Marco,45.43339,12.33883,Entire home/apt,200,2,44,2019-04-23,1.96,2,136
19305890,RUBINO Suite | on the canal with fireplace,1567140,Elodie,Isole,Murano,45.45567,12.35482,Entire home/apt,135,1,85,2019-05-06,3.72,4,307
19321660,CA' DE L'OGIO - Holidays in center of Venice,135336549,Silvia,Isole,Castello,45.4357,12.34841,Entire home/apt,140,2,40,2019-04-22,1.77,1,321
19339612,Amazing Venice San Marco,135484965,Agneska,Isole,San Marco,45.43206,12.33461,Private room,140,5,0,,,1,365
19341796,Cà Santa Caterina-an enchanting noble floor,131228905,Veronica,Isole,Cannaregio,45.44301,12.33567,Entire home/apt,148,2,63,2019-04-21,2.81,1,211
19345685,Light-Filled Room with En Suite Bathroom Outside Venice,126451678,Jelena,Terraferma,San Lorenzo XXV Aprile,45.49193,12.24572,Private room,63,2,116,2019-05-05,5.22,11,143
19352178,CASA TUA your flat in Venice,48581136,Nardi,Isole,Dorsoduro,45.43078,12.33158,Entire home/apt,82,2,25,2019-01-08,1.16,1,7
19361537,San Martino Guesthouse,135523148,Alyosha,Isole,Cannaregio,45.44517,12.33332,Private room,100,2,22,2019-01-05,1.00,1,200
19379069,CASA DI OSCAR CLOSE TO STATION & AIRPORT FERRY,135834897,Michele,Isole,Cannaregio,45.44345,12.32461,Entire home/apt,120,1,26,2019-01-01,1.13,1,0
19382738,"Venezia , la luna e tu",135864563,Maria Laura,Isole,Sant'Elena,45.43023,12.3604,Entire home/apt,120,3,34,2019-04-27,1.49,1,281
19384781,NEW OPEN TOP LOCATION 3,4806020,Iber,Isole,San Marco,45.43748,12.33595,Entire home/apt,169,2,184,2019-05-03,9.08,5,203
19391833,San Basilio Suite - Canal view,5618111,EasySuite,Isole,Dorsoduro,45.43115,12.32062,Entire home/apt,99,2,49,2019-04-21,2.28,43,105
19393870,Deluxe room with Bath,132833226,Maisa Mubashira,Terraferma,La Favorita,45.51534,12.2371,Private room,68,1,5,2018-04-06,0.22,2,357
19404012,Venetian bright house over a beautiful canal,136024505,Miriam E Giulio,Isole,Cannaregio,45.44061,12.33698,Private room,69,3,109,2019-04-29,5.69,2,27
19405625,Luxury San Lio,136039108,Giulia,Isole,Castello,45.43817,12.33882,Entire home/apt,89,1,230,2019-05-07,10.16,2,77
19405702,Monolocale luminosissimo 2° piano,33186747,Maria Grazia,Isole,Castello,45.43616,12.34273,Entire home/apt,120,3,5,2019-04-23,0.43,2,66
19420376,CORTE DEI NONNI,60582691,Nadia  & Giuseppe,Terraferma,Marghera Catene,45.4767,12.20036,Entire home/apt,200,2,0,,,15,283
19420893,Ca' della Carità - adorable attic in centre,136163926,Diana,Isole,Cannaregio,45.44183,12.34106,Entire home/apt,103,2,66,2019-05-09,2.93,1,221
19424819,Room B 10 min away from Venice! At Mestre station,131261322,Luca,Terraferma,Piave 1860,45.48494,12.2307,Private room,45,1,148,2019-04-22,6.45,5,60
19426191,B&B Camera tripla con bagno privato,18523648,Alessandro,Terraferma,Marghera Catene,45.47622,12.20956,Private room,49,1,3,2018-11-04,0.13,3,317
19430130,Piccolo appartamento di charme San Polo home,41491566,Franca,Isole,San Polo,45.43818,12.32875,Entire home/apt,110,1,76,2019-05-07,3.39,1,113
19430304,Chic & Charmant Appartment,23335405,Monia,Terraferma,San Lorenzo XXV Aprile,45.49284,12.24271,Entire home/apt,60,2,10,2018-09-16,0.44,1,14
19442531,CASA GIALISA,57249358,Roberta,Isole,Lido,45.41733,12.37883,Private room,99,2,7,2017-10-30,0.31,6,288
19443001,LIDO FLAT WITH GARDEN and PRIVATE PARK.,60582691,Nadia  & Giuseppe,Terraferma,Villabona,45.4746,12.19937,Entire home/apt,80,2,5,2018-10-08,0.56,15,314
19443703,"""Little garden"" apartment in CENTER of VENICE",9443017,Daniela,Isole,San Polo,45.43733,12.32709,Entire home/apt,135,3,47,2019-05-08,2.20,1,314
19446735,Residenza Al Mercato Grand Canal View,5618111,EasySuite,Isole,San Polo,45.43891,12.33288,Entire home/apt,119,2,46,2019-04-21,2.06,43,318
19452566,Sweet Room,99514760,Mohamed,Isole,Cannaregio,45.44606,12.32587,Private room,70,1,60,2019-05-04,2.74,4,324
19453484,Home  Stefano,136410339,Stefano,Terraferma,Piave 1860,45.48719,12.23493,Entire home/apt,75,2,90,2019-05-09,3.99,1,70
19462441,CA' DEL GIGLIO,14357135,Rent It Venice,Isole,San Marco,45.43175,12.33094,Entire home/apt,70,1,4,2019-04-10,0.18,93,77
19463105,Lovely studio apartment,63040458,Chiara,Isole,Cannaregio,45.44565,12.32371,Entire home/apt,80,3,38,2019-05-07,1.70,1,6
19463718,Otto House,98131866,Michele,Isole,San Marco,45.43558,12.33524,Entire home/apt,200,1,69,2019-03-26,4.01,4,111
19468211,Ca' Sara,136567440,Paolo,Isole,Castello,45.43704,12.3389,Entire home/apt,115,2,144,2019-05-06,6.33,1,110
19468486,MARKET 19 APARTMENT,14357135,Rent It Venice,Terraferma,Marghera,45.47351,12.22381,Entire home/apt,50,1,11,2018-10-26,0.49,93,157
19470592,VENICE GARDEN SUITE,136593161,Stefano,Terraferma,Chirignago,45.47828,12.17985,Entire home/apt,34,2,49,2019-04-23,2.24,1,75
19471569,Appartamento nel cuore di Venezia,43073733,Francesca,Isole,San Marco,45.43415,12.33082,Entire home/apt,150,2,13,2018-10-01,0.63,1,364
19473122,Double Room MARCO at RealVenetians House,136614990,Kiko,Isole,Castello,45.43764,12.35021,Private room,54,1,153,2019-04-28,6.78,4,211
19479073,Spacious apartment near the Arsenale and Giardini,97891725,Alberto,Isole,Castello,45.43497,12.35941,Private room,48,1,40,2018-01-11,1.78,1,0
19493233,Attic GIOVANNI at RealVenetians House,136614990,Kiko,Isole,Castello,45.43796,12.34957,Entire home/apt,78,1,139,2019-04-20,6.17,4,188
19496104,Ca' Simonne,34360885,Samuel,Isole,San Marco,45.4353,12.33997,Entire home/apt,286,2,30,2019-04-20,1.34,11,179
19499967,"""Casa Marisa"" a Murano - Venezia",99855947,Elettra,Isole,Murano,45.45308,12.3518,Entire home/apt,95,2,65,2019-05-06,3.08,1,274
19500248,Palazzo Boldù - Ca' Arlecchino,4557370,Giovanna,Isole,Castello,45.43885,12.34174,Entire home/apt,110,3,0,,,8,324
19501491,SPACIOUS AND BRIGHT APT.IN THE CENTER OF VENICE,136919873,Matilde,Isole,San Marco,45.4367,12.3367,Entire home/apt,150,2,89,2019-05-04,3.97,1,235
19512069,Ca' Fabio,137032607,Paolo,Isole,Castello,45.4376,12.338,Entire home/apt,118,2,138,2019-05-10,6.17,1,99
19518661,SAN MARCO ROOF TERRACE APARTMENT,5862083,Silvia,Isole,San Marco,45.43461,12.33255,Entire home/apt,156,2,86,2019-04-27,3.85,25,212
19525889,Experience Venice from a Chic Villa in Palazzo Cristo,29778828,Anna Paola,Isole,Castello,45.43977,12.34287,Entire home/apt,1300,2,13,2019-04-26,0.65,2,325
19527102,Double room MATTEO at RealVenetians House,136614990,Kiko,Isole,Castello,45.43723,12.34807,Private room,57,1,190,2019-05-06,8.41,4,235
19538937,Venice 10 min,137242960,Giancarlo,Terraferma,San Lorenzo XXV Aprile,45.49832,12.23855,Entire home/apt,100,3,2,2017-10-09,0.10,1,67
19541958,Double room LUCA at RealVenetians House,136614990,Kiko,Isole,Castello,45.43726,12.35015,Private room,54,1,178,2019-04-30,7.90,4,235
19543272,Apt. Canova al Guggenheim-Museo,39600986,Christine,Isole,Dorsoduro,45.43005,12.33121,Entire home/apt,111,5,3,2017-09-03,0.15,22,354
19544134,Apt. Rialto Pasina - Piano Nobile,39600986,Christine,Isole,San Polo,45.43813,12.33356,Entire home/apt,300,2,4,2018-12-31,0.20,22,242
19544561,Apt. Rialto Mercato,39600986,Christine,Isole,San Polo,45.43851,12.33256,Entire home/apt,130,5,9,2018-05-26,0.41,22,281
19546787,"Apartment Mazzoni- Elegant, modern and quiet flat",137287637,Roberto & Guadalupe,Isole,Cannaregio,45.44259,12.32259,Entire home/apt,120,1,190,2019-04-23,8.85,1,133
19547536,Ca' Valier,46904188,Mirco Optyflat,Isole,Castello,45.43652,12.34614,Entire home/apt,120,2,6,2018-09-09,0.27,41,0
19548112,Bright apt for 6 near train station Venice Mestre,127317842,Mercedes,Terraferma,Piave 1860,45.4844,12.2294,Entire home/apt,100,2,30,2019-04-22,1.42,5,235
19558316,CA' ISABELLA modern flat close to the Biennale!,1438903,Barbara,Isole,Castello,45.4372,12.34702,Entire home/apt,168,3,3,2019-04-15,0.14,26,56
19560810,Honeymoon Suite on the Grande Canal,137445876,Alain,Isole,San Marco,45.43473,12.33036,Private room,230,2,0,,,2,309
19564608,FEW STEPS FROM THE VENICE BEACH 2 !!,24859359,Andrea,Isole,Lido,45.40139,12.36286,Entire home/apt,125,1,4,2018-08-16,0.34,4,360
19566869,FEW STEPS FROM THE VENICE BEACH!!,24859359,Andrea,Isole,Lido,45.40166,12.36349,Entire home/apt,125,1,1,2018-05-20,0.08,4,362
19569847,Apt. San Pantalon con vista Canale,39600986,Christine,Isole,San Polo,45.43665,12.3249,Entire home/apt,130,3,18,2018-10-01,0.81,22,327
19570008,Sweety flat apartment,137525290,Giorgio,Isole,San Polo,45.43831,12.33467,Entire home/apt,110,2,26,2019-04-30,2.33,1,329
19571245,Stanza / Appartamento Agosto Venezia,90097254,Lucia,Isole,Santa Croce,45.44189,12.32598,Private room,20,10,0,,,1,0
19572873,Cozy apartment in quiet area in Venice mainland,107027811,Doriano & Moira,Terraferma,Campalto CEP,45.48088,12.29128,Entire home/apt,80,2,79,2019-04-28,3.54,1,343
19572982,Ca' Potterina - Venices historical center,137552204,Francesca,Isole,Cannaregio,45.43955,12.33848,Entire home/apt,100,2,61,2019-04-30,3.00,1,141
19578175,Grey room with private bathrooms & terrace,137608449,Giulia,Terraferma,Piave 1860,45.48893,12.23379,Private room,70,1,44,2019-04-21,1.98,6,146
19579209,CASA MARINA,57249358,Roberta,Isole,San Polo,45.43759,12.32933,Entire home/apt,122,3,9,2019-04-25,0.48,6,314
19580072,Tower Suite Cannaregio Canal View 207,137621997,Giorgia,Isole,Cannaregio,45.44454,12.32796,Private room,60,1,41,2019-05-07,3.08,3,99
19580312,Casa Del Bovolo,137623622,Nicola,Isole,Castello,45.43462,12.35472,Entire home/apt,125,2,114,2019-04-22,5.33,1,221
19582407,Venice Modern Apartment,137638840,Stefania,Isole,Malamocco,45.37165,12.33984,Entire home/apt,100,3,12,2017-11-01,0.54,1,50
19584218,Tower Suite Cannaregio Canal View 206,137621997,Giorgia,Isole,Cannaregio,45.44335,12.32978,Private room,60,1,30,2019-05-03,6.98,3,99
19584475,Tower Suite Cannaregio Canal View 205,137621997,Giorgia,Isole,Cannaregio,45.44427,12.32919,Private room,60,1,27,2019-05-06,1.31,3,117
19586297,HOUSE CAMPIELLO DEI MELONI,137672184,Angela,Isole,San Polo,45.43789,12.33059,Entire home/apt,97,2,133,2019-05-07,5.94,1,193
19595932,Orange room with private bathroom & terrace,137608449,Giulia,Terraferma,Piave 1860,45.48825,12.23325,Private room,70,1,41,2019-05-04,1.85,6,147
19603538,"in the heart of venice , cozy flat with wifi",368293,Grazia,Isole,Cannaregio,45.43981,12.34019,Entire home/apt,110,3,25,2019-05-01,1.13,3,323
19612812,B&B Gondoletta,2737768,Alessandro,Isole,Castello,45.4316,12.35561,Private room,100,1,22,2018-11-04,1.02,1,357
19614310,WellVenice Grand Canal,41898872,Cristina,Isole,San Polo,45.43756,12.33269,Entire home/apt,200,2,33,2019-04-11,1.53,6,255
19622977,Casa Mongolfiere in Venice,138026852,Tommaso,Isole,Castello,45.43061,12.35812,Entire home/apt,160,2,17,2019-04-30,0.80,1,295
19652528,INN VENICE,3437195,Valentina,Isole,Cannaregio,45.44298,12.32944,Entire home/apt,280,2,0,,,5,0
19657744,The dream flat,138384727,Marco,Isole,Cannaregio,45.44203,12.33717,Entire home/apt,125,2,39,2019-04-23,1.91,1,201
19669173,TWO ROOMS - BIENNALE - SANT'ELENA - CASTELLO-,138499101,Alessandro,Isole,Sant'Elena,45.4285,12.36036,Entire home/apt,99,2,39,2019-04-28,1.83,1,255
19674403,"Hystorical Villa 2 bedrooms flat, garden & parking",9852012,Paolo,Terraferma,Marghera,45.47917,12.22709,Entire home/apt,80,2,107,2019-04-27,4.99,15,327
19674466,"Hystorical Villa 2 bedrooms flat, patio & carpark",9852012,Paolo,Terraferma,Marghera,45.47698,12.22854,Entire home/apt,80,2,109,2019-04-28,5.10,15,324
19674602,Canal view! 4 windows on canal authentic renovated,9852012,Paolo,Isole,Cannaregio,45.44329,12.33201,Entire home/apt,105,2,119,2019-04-26,5.76,15,280
19679116,San Polo Canal View,70816200,Sante,Isole,San Polo,45.43643,12.3296,Entire home/apt,120,3,65,2019-05-03,2.88,2,254
19685325,"Ca'Batongo - Elegant, central and confortable",40558414,Simona,Isole,Santa Croce,45.44069,12.32314,Entire home/apt,140,3,32,2019-04-15,1.63,1,188
19688849,Residenza Ludovica,5618111,EasySuite,Isole,San Marco,45.4334,12.33793,Entire home/apt,109,2,53,2019-04-21,2.42,43,304
19688872,Your Biennale house,138685601,Cristiana,Isole,Castello,45.43378,12.35755,Entire home/apt,79,2,62,2019-04-27,2.82,1,147
19694056,"Cosy, typical Venetian flat",94028115,Bianca,Isole,Santa Croce,45.4396,12.32617,Entire home/apt,159,2,9,2018-11-04,0.67,2,26
19695825,Guglia - Ghetto Vecchio-Jewish area,116794529,Massimo,Isole,Cannaregio,45.44348,12.32553,Entire home/apt,95,2,121,2019-04-21,5.46,1,236
19704121,Chez Maddi - Quiet room,7046277,Maddi,Terraferma,Carpenedo,45.50583,12.25647,Private room,36,2,32,2018-10-22,1.48,1,0
19711105,Apartment Arsenalotto,4339678,Laura,Isole,Castello,45.43543,12.34984,Entire home/apt,65,1,12,2018-08-08,0.54,26,212
19719351,Room C 10 mins away from Venice! at Mestre,131261322,Luca,Terraferma,Piave 1860,45.48515,12.23014,Private room,44,1,86,2019-04-25,3.88,5,2
19723611,DolceVita Apartments N. 393 - Biennale,8176475,Eugenia,Isole,Castello,45.43748,12.35035,Entire home/apt,137,2,1,2018-08-27,0.12,37,331
19723910,DolceVita Apartments N. 394 - Biennale,8176475,Eugenia,Isole,Castello,45.43649,12.35025,Entire home/apt,137,2,2,2017-10-21,0.10,37,346
19725076,Cà La Tra Centrale,45058432,Filippo,Isole,Castello,45.43679,12.34914,Private room,137,2,5,2017-10-30,0.24,1,39
19725798,Ve.N.I.Ce Cera Casa Margherita,37864680,Ve.N.I.Ce Immobiliare Cera,Isole,Dorsoduro,45.43343,12.32673,Entire home/apt,145,1,11,2018-05-26,0.54,22,224
19727876,Colombina Burano Appartamento ideale per famiglie,134077593,Marta,Isole,Burano,45.48516,12.41617,Entire home/apt,110,2,7,2019-03-24,0.34,3,278
19729481,Secret Garden,6973711,Valentina,Isole,Cannaregio,45.44493,12.32339,Entire home/apt,115,3,25,2018-10-30,1.15,6,197
19732024,100 steps from the DOGE PALACE !!!!!,41559211,Venice,Isole,Castello,45.43276,12.3517,Entire home/apt,149,1,226,2019-04-26,10.12,9,103
19735050,Arlecchino Burano Appartamento ideale per famiglie,134077593,Marta,Isole,Burano,45.48565,12.41697,Entire home/apt,120,2,7,2019-04-21,0.33,3,330
19764988,Appartamento Biennale a quattro passi da San Marco,139488423,Lorenzo,Isole,Castello,45.43456,12.35173,Entire home/apt,93,2,11,2018-10-01,0.50,1,322
19772259,Venice Mestre Center - 33 Rooms Vidar,126451678,Jelena,Terraferma,San Lorenzo XXV Aprile,45.49266,12.24695,Private room,58,2,76,2019-05-06,3.43,11,138
